time,03:3UGM4,03:3UMO1701BCu,03:3UBMZ1FL,03:3UCV1702BPS,03:3UCV1791BPS,03:3UCV1792BPS,03:3UFT1701B,03:3UFT1731B,03:3UFT1732B,03:3UFT1741B,03:3UFT1742B,03:3ULT1702B,03:3ULT1751B,03:3ULT1792B,03:3UMMJBML,03:3UMV1711BPS,03:3UMV1712BPS,03:3UMV1721BPS,03:3UMV1722BPS,03:3UPT1701B,03:3UPT1731B,03:3UPT1741B,03:3UPT1751B,03:3UPT1792B,03:3UTE1701B,03:3UTE1731B,03:3UTE1736B,03:3UTE1736B2,03:3UTE1737B,03:3UTE1737B2,03:3UTE1738B,03:3UTE1741B,03:3UTE1746B,03:3UTE1746B2,03:3UTE1747B,03:3UTE1747B2,03:3UTE1748B,03:3UTE1749B2,03:3UTE1749B3,03:3UTE1749B4,03:3UTE1749B5,03:3UTE1749B6,03:3UTE1750B1,03:3UTE1750B2,03:3UTE1751B1,03:3UTE1752B1,03:3UTE1792B,03:3UTE1799BB,03:B1TOTALAF,03:B2PAFL,03:B2TOTALAF,03:BMB1OT,03:BMB2OT,03:BMLVLDP,03:BMOT,03:BMPAFL,03:BMTOTALAF
01-Jan-19 00:00:00,215.8500977,132.805481,96.74919128,13.46518898,16.84467506,0.913069904,1.511021495,1.280167937,-0.036400661,1.936156869,0.217367083,822.3140259,762.3428955,638.1489868,2.758646727,42.37005615,0.179943949,33.40361023,0.018568045,8.757320404,4.906542301,4.019079208,173.7568054,8.261425972,317.0041809,307.4599609,28.91910172,28.75134087,30.13541794,34.07720947,111.9596634,313.8910828,25.18463326,31.57151222,31.1403141,26.91906357,113.6714325,52.2575531,3.733650446,47.52503967,46.88784027,45.66309738,22.09970665,29.27553177,30.03317451,25.57566071,18.29520035,49.64237595,0.789993227,0.143385589,1.188703775,104.4925613,109.7039642,794.947998,109.7039642,0.123168632,2.1942451
01-Jan-19 00:01:00,214.9551544,133.0129089,98.5100174,13.46399593,16.84467506,0.912990391,1.510013103,1.279009342,-0.036339425,1.93561399,0.21739386,771.6153564,762.3433838,623.270752,3.524955988,42.36979675,0.179991633,33.40472412,0.018631626,8.891610146,4.911953926,4.023059368,173.7854614,8.415692329,316.8013,307.4892578,28.9166851,28.74538612,30.13150024,34.06786346,111.9571686,313.8059692,25.18087769,31.5610199,31.13866806,26.91392708,113.6549606,52.24699402,3.723653316,47.51620483,46.87810898,45.65290451,22.09491158,29.26958084,30.02630234,25.56640816,18.29499245,49.64131546,0.788883924,0.143471673,1.188100338,104.4867249,109.700264,784.0440674,109.700264,0.123169981,2.193207741
01-Jan-19 00:02:00,214.1805115,132.2678223,98.2911911,13.46280193,16.84467506,0.912910938,1.509004712,1.277850628,-0.036278188,1.935071111,0.217420653,795.7227173,762.343811,606.1438599,4.291265011,42.36953735,0.180039331,33.40583801,0.018695207,8.862621307,4.911013603,4.020569801,173.8141327,8.357150078,316.5983887,307.5185547,28.9142704,28.73943138,30.12758255,34.05851364,111.9546738,313.7208252,25.17712402,31.55052567,31.13702393,26.90879059,113.6384888,52.23643494,3.713656187,47.50737381,46.86837769,45.64271545,22.09011841,29.26362801,30.01943016,25.5571537,18.29478264,49.64025879,0.787774563,0.143557772,1.187496901,104.4808807,109.6965637,783.4623413,109.6965637,0.123171322,2.192170382
01-Jan-19 00:03:00,209.7413788,131.4617004,98.09535217,13.46160793,16.84467506,0.912831426,1.507996202,1.276692033,-0.036216952,1.934528351,0.21744743,847.1417236,762.3442383,647.4799194,5.057574272,42.36927414,0.180087015,33.4069519,0.018758789,8.744292259,4.889275074,4.017857552,173.8427887,8.402807236,316.3955078,307.547821,28.91185379,28.73347855,30.12366295,34.04916382,111.9521866,313.6356812,25.17337036,31.54003334,31.13537788,26.9036541,113.6220245,52.22587585,3.703659058,47.49853897,46.85865021,45.6325264,22.08532524,29.25767517,30.01255798,25.54790115,18.29457283,49.6391983,0.786665261,0.143643856,1.186893463,104.4750443,109.6928711,815.7423096,109.6928711,0.123172671,2.191132784
01-Jan-19 00:04:00,204.3712616,132.075058,98.48815918,13.46041489,16.84467506,0.912751973,1.50698781,1.275533438,-0.036155712,1.933985472,0.217474222,766.1351929,762.3446655,647.0603027,5.823883057,42.36901474,0.180134714,32.89593887,0.01882237,8.89411068,4.904881477,4.024824619,173.8714447,8.437527657,316.192627,307.5771179,28.90943909,28.7275238,30.11974525,34.03981781,111.9496918,313.5505676,25.1696167,31.52953911,31.13373184,26.8985157,113.6055527,52.21532059,3.693661928,47.48970413,46.84891891,45.62233353,22.08053017,29.25172234,30.0056839,25.53864861,18.29436302,49.63814163,0.785555899,0.143729955,1.186290145,104.4692078,109.6891708,810.9567261,109.6891708,0.123174012,2.190095425
