03:3DEHAI-1,TL2:3sk21cf1,TL2:3sk22cf1,TL2:3sk21a1xq01,TL2:3sk22a1y2,TL2:3sa11cq1,TL2:3sa12cq1,tl2:3YQNOCK
270.07055660000003,142.4232483,166.3222198,50.88178253,52.49220657,485.01306150000005,510.7689819,66.62532806
270.09481810000005,142.64636230000005,172.3972778,50.89597702,52.68030548,462.3718872,452.32513430000006,58.70057678
270.11904910000004,162.1842957,176.3467255,53.84193802,55.53046417,449.65060419999986,445.3743591,52.73558807
270.1433105,143.4347534,180.3838501,50.87705994,51.23578644,508.5025635,506.7609558,43.09382629
270.3616333,134.91233830000002,158.79168700000002,49.13343811,48.21601868,424.769165,426.6792603,21.96830559
270.38586430000004,136.670166,144.71315,49.89830017,47.64170456,455.6635132,428.086731,17.44212723
270.4101257,131.01547240000002,140.6108856,47.19291306,44.33378601,466.3303528,462.0519409,15.14442253
270.4343872,129.0695648,129.2796783,47.04747391,44.28969193,454.8182068,469.98919680000006,13.89791584
270.4586487,126.6567688,124.5292206,45.62496185,42.66230011,435.1940002,426.2965698,14.23852253
270.4829102,121.92765049999998,119.9428329,44.10083008,41.29875183,403.10083010000005,418.0263367,14.29788876
270.5071716,125.1761551,117.2967072,44.72372055,41.00426102,415.0797424,422.4154053,14.49291801
270.53140260000004,123.3617554,114.6505814,44.28362274,40.19781876,402.1810913,392.4825439,16.07939529
270.5556641,122.6831055,112.6533432,44.31241608,39.72518158,403.461731,397.3891907,16.89371109
270.5799255,121.954071,111.0054932,44.18276215,39.44377136,385.5961914,384.2799988,18.12026596
270.604187,125.5952225,111.5383453,45.47034454,39.65013504,421.8731384,408.3931885,18.45898628
270.6284485,124.4263535,112.6582336,44.43002319,40.47652435,391.0049438,406.6195374,19.31099129
270.65271,129.5256805,110.7098846,46.35959244,40.14987946,433.4208374,411.7977905,19.68912888
270.6769409,133.0368195,115.07074740000002,48.0086174,42.61565399,453.3116455,454.9818726,22.52889061
270.7012024,129.085083,115.38541409999998,45.99808121,41.69698715,409.6535645,432.1092834,21.59590149
270.7254639,128.3150024,112.7366486,46.72077179,40.72506332,421.7069702,417.6418457,23.58905792
270.7497253,128.4981079,113.2941666,46.45843124,40.6356163,436.00668330000013,422.2215881,24.47104073
270.77398680000005,129.4558868,112.8082962,46.71303177,40.46697617,427.68185419999986,425.0073242,21.87343216
271.0829773,124.1772079,111.90966029999998,44.96401978,40.29833603,397.0820007,403.2729187,21.54336548
271.82226560000004,123.946846,107.47452549999998,44.79924011,38.66407013,387.3923035,377.5291443,21.49990273
272.561554,128.6079102,104.89054109999998,46.01647949,38.84866714,455.38433839999993,400.2780457,21.98925781
273.30087280000004,133.72753909999997,113.5058136,48.235672,41.92726898,442.485321,457.40997310000006,19.73416519
274.0401611,120.9285126,111.8916321,43.27353287,39.12331772,352.7885437,351.76327510000016,18.82615089
274.7794495,117.7219315,95.25480652,42.42169952,35.11761475,352.5832214,328.34136960000006,23.1603775
275.51876830000003,117.3758698,92.85769653,42.20978165,34.717529299999995,344.7312927,321.4429016,23.04862022
276.25805660000003,123.3545151,92.78739166,43.86433411,35.25484467,392.0168457,366.5038452,17.83219719
276.997345,119.928978,96.98833466,43.27769470000001,36.39998627,385.31826780000006,363.9259033,17.00374413
277.73666380000003,128.02496340000002,98.52488708,45.77743912,37.59718704,426.0455322,410.8058777,17.88818359
278.47595210000003,129.92539979999998,105.3089371,46.86411667,39.22349548,417.5613708,425.19189450000016,20.42908287
279.2152405,122.6318512,103.6969376,44.36503983,38.13017654,374.894165,389.257782,21.37964439
279.9545593,122.9677734,96.75855255,44.00938797,35.54635239,374.9251099,381.0014343,24.52418709
280.6938477,120.2368927,92.00772095,42.95727921,34.93625641,354.7559204,362.6094055,23.79702568
280.995636,117.7226944,88.44685364,42.3634758,33.37021255,343.92382810000015,339.7232666000001,21.64854622
280.6367188,118.63435359999998,86.56861877,42.61998367,32.61852264,346.64785770000015,334.1142273,21.90358925
280.2778015,118.9501343,87.59677124,42.87649155,33.02065659,352.8717346,334.75628660000007,20.81237984
279.91888430000006,120.4912872,88.62491608,43.13300323,33.42279053,358.5591736,348.1396484,20.84345436
279.559967,122.56211090000002,89.90003967,44.26366806,34.09012604,386.780365,373.7256165,21.16122437
279.20108030000006,125.015152,92.6260376,44.96066666,35.5530777,392.2164612,387.0112915,21.06662941
278.8421631,123.0072403,90.74201965,44.36354446,34.65725708,375.7505798,385.2719421,21.80119705
278.4832458,123.6395264,88.85800934,44.51560974,33.76143646,377.8896484,378.3968811,23.37426758
275.25305180000004,120.1516647,105.5242081,42.99998856,38.60654068,356.514679,356.7255859,23.56304169
274.8941345,118.8302841,105.59703059999998,43.59471129999999,39.12081528,363.8377686,330.51715089999993,22.09257507
274.5352173,122.318985,106.5761414,44.18943405,39.1280365,387.4701843,352.6412048,21.7946434
274.17633060000003,126.585556,102.3986435,45.64139175,37.79961014,419.1192017,394.02191160000007,20.11221123
273.8174133,126.5268936,103.8098831,46.52456665,38.24966049,417.8972778,403.8033142,20.42734718
270.5872192,124.5971298,106.1618118,44.76424408,38.97918320000001,425.0731506,415.5304565,24.29836655
270.228302,135.625473,105.7169647,48.83185959,38.90914154,453.1654358,428.9555664,26.30761337
269.86938480000003,136.2558594,105.2721252,49.3228569,38.83909988,464.1135254,443.3478394,29.81090927
269.510498,133.9637756,104.8272858,48.16974258,38.76905823,450.65841669999986,436.4868774,32.80436707
269.15158080000003,131.7610626,104.3824387,47.74719238,38.72608185,432.6342163,444.5422058,33.49504089
268.7926636,129.47671509999998,103.9375992,47.21609116,37.78675461,435.0767822,422.25616460000015,30.76187515
268.5129089,129.4996338,103.4927597,46.71261978,38.30257034,410.2703857,430.18396,27.78407097
268.396637,125.6307068,98.63346863,44.9081459,36.25877762,391.3095398,401.3279114,25.21628761
268.28033450000004,125.2172623,95.44182587,45.29507828,35.53562927,408.029541,392.0170898,24.6896019
268.164032,130.28009029999998,98.14586639,46.86919403,36.62727356,441.4284058,431.6873169,23.66124344
268.0477295,125.7451019,99.16072083,45.76411438,36.53417969,410.052948,409.2475586,21.44721603
267.9314575,125.9717865,97.2977066,45.34368134,36.48093033,415.3435974,412.6226807,23.15999413
267.8424072,129.092041,95.96208191,46.00152588,36.1231308,436.1053772,405.8699951,26.0247879
267.8138733,131.9413757,99.38232422,47.53741074,37.67473602,449.0079651,446.0440063,24.46080589
267.7853699,131.8442841,102.2800522,47.77723694,37.82679367,458.6395874,452.54748539999986,23.85256577
267.7568359,125.8917084,99.29482269,46.03841019,37.2380867,408.0786438,430.1413879,25.77462196
267.7283325,119.4124374,93.58156586,42.86495209,33.63346863,373.5707092,374.8834534,26.8057785
267.6997986,119.1985703,85.78218079,42.18966293,31.65885925,366.9147339,350.5275269,27.39899826
267.67129520000003,118.9847031,80.96164703,41.94693756,30.71297455,373.7004089,350.55169680000006,23.25204468
267.6427612,117.1018524,80.03653717,41.91002274,30.67250061,373.1680298,353.83728030000015,21.14860153
267.6142578,112.9729309,105.1379547,40.56057358,39.09411621,389.025238,354.0993652,20.10626984
267.5857239,121.3418121,113.6395416,43.92506409,41.32987213,415.3151855,403.08337400000005,21.413360600000004
267.5571899,129.7233124,118.6725693,46.90351486,43.03926468,455.31475830000005,437.84487919999987,22.46068192
267.52868650000005,135.84689330000003,126.6921005,49.68405914,44.85313034,473.7139282,478.2845154,24.71637535
267.50015260000004,133.37854,129.05632020000002,48.58908463,45.24171066,453.91201780000006,453.13220210000014,30.03147125
267.4716492,125.1219482,124.9216156,45.10179520000001,43.55503082,396.7426758,421.269104,36.83534622
267.4431152,121.1042404,116.9098663,43.11457825,40.72676468,401.3028259,372.9847717,37.81297302
267.41461180000005,121.670311,113.9048309,44.10357285,40.39464951,396.3601074,386.0250244,32.76392746
267.38607790000003,120.3856125,113.8110123,43.46801376,40.41765976,392.7459106,376.6691895,26.85304832
267.3575745,124.5149765,113.7171936,44.83162689,40.48616409,405.4411316,396.8239746,26.31101227
267.3290405,130.0814819,117.7491226,47.47152328,42.21328354,447.7962341,425.2723694,26.69212151
267.3005371,131.2026062,123.7925797,47.95700073,43.71643448,439.89691160000007,432.4227905,26.57787895
267.2720032,127.5545197,122.1914825,46.12709808,42.77887344,428.1704712,408.56607060000016,29.36728287
267.2434998,125.8032074,118.8552322,45.2958374,41.67518234,393.4017029,400.2912598,32.4584465
266.9868164,124.8925629,88.18974304,44.92038727,34.70170593,419.6431274,413.1244812,31.13035583
266.9582825,126.5411835,92.44841766,46.08653641,34.85088348,432.40283200000016,412.3835449,27.07329178
266.9297791,124.3443909,95.72045898,44.73863220000001,35.89429855,418.52389530000005,429.1794434,29.65336227
266.9012451,128.3632202,98.63371277,46.24580765,36.45370483,444.3045654,439.08914180000005,31.89458084
266.8727417,124.275238,97.29693604,44.92154694,35.81616211,419.5771484,420.0517273,31.90153122
266.84420780000005,123.8578415,95.73647308,44.50203323,35.178623200000004,404.58639530000005,412.7701721,30.64265823
